Date,Open,High,Low,Close,Adj Close,Volume
2019-07-25,160.000000,162.000000,152.750000,154.550003,154.550003,25994
2019-07-26,151.500000,158.949997,151.300003,155.500000,155.500000,12473
2019-07-29,156.500000,168.050003,152.250000,159.250000,159.250000,25507
2019-07-30,160.949997,162.500000,152.500000,153.449997,153.449997,13347
2019-07-31,157.199997,157.199997,152.149994,153.550003,153.550003,7369
2019-08-01,153.500000,156.699997,151.250000,152.300003,152.300003,9976
2019-08-02,150.850006,154.899994,147.300003,148.399994,148.399994,16287
2019-08-05,152.000000,163.800003,143.000000,147.600006,147.600006,45311
2019-08-06,147.800003,153.000000,147.800003,151.199997,151.199997,12432
2019-08-07,151.199997,159.000000,151.199997,152.899994,152.899994,10787
2019-08-08,156.850006,156.949997,150.800003,151.899994,151.899994,12774
2019-08-09,155.899994,162.000000,153.300003,156.399994,156.399994,15908
2019-08-13,161.899994,161.899994,151.800003,158.850006,158.850006,11872
2019-08-14,157.000000,161.800003,152.149994,153.350006,153.350006,6356
2019-08-16,150.000000,155.000000,150.000000,153.699997,153.699997,5619
2019-08-19,157.649994,159.949997,154.050003,158.649994,158.649994,6925
2019-08-20,156.050003,159.699997,156.000000,158.050003,158.050003,11114
2019-08-21,155.500000,158.949997,146.350006,148.649994,148.649994,38461
2019-08-22,148.050003,149.050003,142.199997,144.000000,144.000000,19706
2019-08-23,140.550003,152.949997,139.500000,150.199997,150.199997,18856
2019-08-26,157.500000,157.500000,149.500000,151.050003,151.050003,11953
2019-08-27,152.800003,156.500000,150.000000,152.949997,152.949997,21549
2019-08-28,153.300003,153.949997,147.100006,148.199997,148.199997,7115
2019-08-29,147.250000,148.949997,145.050003,147.899994,147.899994,9883
2019-08-30,147.899994,149.850006,145.550003,147.850006,147.850006,7798
2019-09-03,146.899994,147.949997,139.000000,143.000000,143.000000,17572
2019-09-04,144.800003,144.800003,141.100006,142.399994,142.399994,8566
2019-09-05,143.399994,147.750000,142.000000,146.449997,146.449997,10792
2019-09-06,146.300003,153.000000,144.250000,151.600006,151.600006,15836
2019-09-09,147.649994,151.949997,146.250000,148.600006,148.600006,15754
2019-09-11,150.500000,178.300003,148.250000,174.050003,174.050003,109014
